sales_agent,manager,regional_office,status,account,opportunity_id,sales_agent_2,deal_stage,product,created_date,close_date,close_value
Rosie Papadopoulos,Cara Losch,East,Current,Kinnamplus,RFNRVNXJ,Rosie Papadopoulos,Won,GTXPro,2017-04-03,2017-05-20,5763
Rosie Papadopoulos,Cara Losch,East,Current,Kinnamplus,V7YVW4U0,Rosie Papadopoulos,Won,GTXPro,2017-04-02,2017-04-12,3731
Rosie Papadopoulos,Cara Losch,East,Current,Bluth Company,89064N0X,Rosie Papadopoulos,Lost,MG Advanced,2017-04-02,2017-04-07,0
Rosie Papadopoulos,Cara Losch,East,Current,Mathtouch,KJBYGG1S,Rosie Papadopoulos,Won,GTXPro,2017-04-01,2017-05-12,5106
Rosie Papadopoulos,Cara Losch,East,Current,Sunnamplex,H6I16U57,Rosie Papadopoulos,In Progress,MG Advanced,2017-04-01,,
Rosie Papadopoulos,Cara Losch,East,Current,Zathunicon,WW3NDCO2,Rosie Papadopoulos,Won,GTX Plus Pro,2017-03-30,2017-04-08,4668
Rosie Papadopoulos,Cara Losch,East,Current,Umbrella Corporation,NKO2JRRS,Rosie Papadopoulos,Won,GTX Plus Pro,2017-03-30,2017-04-08,6155
Rosie Papadopoulos,Cara Losch,East,Current,Finjob,NFMCPYOV,Rosie Papadopoulos,In Progress,GTX Basic,2017-03-30,,
Rosie Papadopoulos,Cara Losch,East,Current,Xx-zobam,M5E8U8HP,Rosie Papadopoulos,Won,MG Advanced,2017-03-28,2017-05-29,3395
Rosie Papadopoulos,Cara Losch,East,Current,Rangreen,A1TDRYHZ,Rosie Papadopoulos,In Progress,MG Advanced,2017-03-18,,
Rosie Papadopoulos,Cara Losch,East,Current,Bioplex,SSX3QRTB,Rosie Papadopoulos,Lost,MG Special,2017-03-17,2017-05-08,0
Rosie Papadopoulos,Cara Losch,East,Current,,AF7XJNED,Rosie Papadopoulos,In Progress,GTX Plus Pro,2017-03-16,,
Rosie Papadopoulos,Cara Losch,East,Current,Bubba Gump,0LMA8GMJ,Rosie Papadopoulos,Won,GTX Plus Pro,2017-03-15,2017-05-10,4983
Rosie Papadopoulos,Cara Losch,East,Current,Kinnamplus,Y34MVXP3,Rosie Papadopoulos,Won,MG Advanced,2017-03-12,2017-06-27,3443
Rosie Papadopoulos,Cara Losch,East,Current,Umbrella Corporation,4NAK1XFV,Rosie Papadopoulos,Lost,MG Special,2017-03-12,2017-05-18,0
Rosie Papadopoulos,Cara Losch,East,Current,Inity,5XPYFICK,Rosie Papadopoulos,In Progress,MG Special,2017-03-10,,
Rosie Papadopoulos,Cara Losch,East,Current,Acme Corporation,YFP8IZ98,Rosie Papadopoulos,Won,MG Special,2017-03-08,2017-06-22,61
Rosie Papadopoulos,Cara Losch,East,Current,Condax,1YB00UYY,Rosie Papadopoulos,Won,GTX Plus Pro,2017-03-07,2017-05-29,4821
Rosie Papadopoulos,Cara Losch,East,Current,Konex,420PORSF,Rosie Papadopoulos,Lost,MG Advanced,2017-03-06,2017-06-06,0
Rosie Papadopoulos,Cara Losch,East,Current,,SX0SSL0H,Rosie Papadopoulos,In Progress,GTX Plus Basic,2017-03-06,,
Rosie Papadopoulos,Cara Losch,East,Current,Vehement Capital Partners,IBZQBCSU,Rosie Papadopoulos,Lost,MG Special,2017-03-05,2017-05-19,0
Rosie Papadopoulos,Cara Losch,East,Current,Bioplex,CZ8PPZTC,Rosie Papadopoulos,In Progress,MG Special,2017-03-05,,
Rosie Papadopoulos,Cara Losch,East,Current,Plussunin,M4ZNQTEQ,Rosie Papadopoulos,Won,MG Advanced,2017-03-04,2017-03-12,3340
Rosie Papadopoulos,Cara Losch,East,Current,Bubba Gump,FBSEA94D,Rosie Papadopoulos,Won,MG Special,2017-02-27,2017-06-30,53
Rosie Papadopoulos,Cara Losch,East,Current,The New York Inquirer,3P0T15VX,Rosie Papadopoulos,Lost,MG Special,2017-02-26,2017-05-18,0
Rosie Papadopoulos,Cara Losch,East,Current,Zotware,0OOZE4GN,Rosie Papadopoulos,Lost,GTX Plus Pro,2017-02-26,2017-03-03,0
Rosie Papadopoulos,Cara Losch,East,Current,Umbrella Corporation,9WZ3I1TF,Rosie Papadopoulos,Won,GTXPro,2017-02-23,2017-05-09,4867
Rosie Papadopoulos,Cara Losch,East,Current,Sumace,LCW83256,Rosie Papadopoulos,Won,GTXPro,2017-02-19,2017-03-04,5260
Rosie Papadopoulos,Cara Losch,East,Current,Zathunicon,WH0DJCGL,Rosie Papadopoulos,Lost,MG Special,2017-02-19,2017-06-14,0
Rosie Papadopoulos,Cara Losch,East,Current,Initech,RFYAI0WA,Rosie Papadopoulos,Lost,GTX Plus Pro,2017-02-19,2017-06-08,0
Rosie Papadopoulos,Cara Losch,East,Current,,5KK2SSSB,Rosie Papadopoulos,In Progress,GTX Basic,2017-02-16,,
Rosie Papadopoulos,Cara Losch,East,Current,The New York Inquirer,G4MKT3AE,Rosie Papadopoulos,Lost,MG Special,2017-02-14,2017-05-07,0
Rosie Papadopoulos,Cara Losch,East,Current,Ganjaflex,9GCJGVY7,Rosie Papadopoulos,Lost,GTXPro,2017-02-11,2017-03-02,0
Rosie Papadopoulos,Cara Losch,East,Current,Condax,BN8UTT8O,Rosie Papadopoulos,Lost,MG Special,2017-02-07,2017-06-04,0
Rosie Papadopoulos,Cara Losch,East,Current,Bioplex,P13DDOTM,Rosie Papadopoulos,Won,MG Special,2017-01-25,2017-03-08,59
Rosie Papadopoulos,Cara Losch,East,Current,,PK1PS0KR,Rosie Papadopoulos,In Progress,MG Advanced,2017-01-22,,
Rosie Papadopoulos,Cara Losch,East,Current,Initech,QFU565JJ,Rosie Papadopoulos,Won,GTX Plus Pro,2017-01-21,2017-05-07,5582
Rosie Papadopoulos,Cara Losch,East,Current,Donware,1M2I2NXQ,Rosie Papadopoulos,Won,MG Special,2017-01-08,2017-03-26,47
Rosie Papadopoulos,Cara Losch,East,Current,Donware,8IXBS90G,Rosie Papadopoulos,Won,MG Special,2016-12-20,2017-03-08,60
Rosie Papadopoulos,Cara Losch,East,Current,Plexzap,N07K7DR7,Rosie Papadopoulos,In Progress,MG Special,2016-12-18,,
Rosie Papadopoulos,Cara Losch,East,Current,Vehement Capital Partners,K9D4DQ3R,Rosie Papadopoulos,Won,MG Special,2016-12-17,2017-03-02,48
Rosie Papadopoulos,Cara Losch,East,Current,Kinnamplus,1HVNTEPV,Rosie Papadopoulos,Won,GTXPro,2016-12-12,2017-03-11,4465
Rosie Papadopoulos,Cara Losch,East,Current,Massive Dynamic,8VKD2CCH,Rosie Papadopoulos,Won,GTXPro,2016-11-27,2017-03-21,4829
Rosie Papadopoulos,Cara Losch,East,Current,Vehement Capital Partners,2U94Y3Q9,Rosie Papadopoulos,Lost,MG Advanced,2016-11-22,2017-03-20,0
Rosie Papadopoulos,Cara Losch,East,Current,Zotware,EAZDUUM9,Rosie Papadopoulos,Lost,MG Advanced,2016-11-11,2017-03-01,0
Garret Kinder,Cara Losch,East,Former,The New York Inquirer,GB1K3Y4Y,Garret Kinder,Won,GTX Basic,2017-11-30,2017-12-15,579
Garret Kinder,Cara Losch,East,Former,Bioplex,K98JFWRC,Garret Kinder,Lost,GTX Plus Pro,2017-11-14,2017-11-28,0
Garret Kinder,Cara Losch,East,Former,Sumace,LDDQ5PN2,Garret Kinder,Lost,MG Advanced,2017-11-12,2017-11-21,0
Garret Kinder,Cara Losch,East,Former,Sumace,GCCBRJF8,Garret Kinder,Won,GTX Plus Pro,2017-11-09,2017-11-27,4884
Garret Kinder,Cara Losch,East,Former,Ontomedia,WXOL5HTS,Garret Kinder,Won,GTX Plus Pro,2017-10-31,2017-11-08,6818
Garret Kinder,Cara Losch,East,Former,Ontomedia,T6ENEYKW,Garret Kinder,Lost,GTXPro,2017-10-23,2017-11-04,0
Garret Kinder,Cara Losch,East,Former,Kan-code,B894QWQM,Garret Kinder,Won,GTXPro,2017-10-22,2017-10-29,5360
Garret Kinder,Cara Losch,East,Former,Opentech,YDZZNTEZ,Garret Kinder,Won,MG Advanced,2017-10-19,2017-11-01,3422
Garret Kinder,Cara Losch,East,Former,Ontomedia,CWVAO587,Garret Kinder,Lost,GTX Basic,2017-10-19,2017-10-26,0
Garret Kinder,Cara Losch,East,Former,Konex,9EHFBSBG,Garret Kinder,Won,GTX Plus Pro,2017-10-18,2017-10-25,4751
Garret Kinder,Cara Losch,East,Former,Donquadtech,JF0F2J5W,Garret Kinder,Lost,GTX Plus Basic,2017-10-14,2017-10-15,0
Garret Kinder,Cara Losch,East,Former,Opentech,G58GOO4N,Garret Kinder,Lost,GTX Basic,2017-10-14,2017-10-18,0
Garret Kinder,Cara Losch,East,Former,Ganjaflex,AK9OXW30,Garret Kinder,Lost,MG Special,2017-10-11,2017-10-12,0
Garret Kinder,Cara Losch,East,Former,The New York Inquirer,RYELEM60,Garret Kinder,Won,MG Advanced,2017-10-09,2017-10-20,3215
Garret Kinder,Cara Losch,East,Former,Zotware,B24YQ6LA,Garret Kinder,Won,GTX Basic,2017-10-09,2017-10-10,552
Garret Kinder,Cara Losch,East,Former,Vehement Capital Partners,G8C3GRPO,Garret Kinder,Won,MG Advanced,2017-10-08,2017-10-20,2812
Garret Kinder,Cara Losch,East,Former,Acme Corporation,3JMB4J8E,Garret Kinder,Won,GTX Plus Pro,2017-10-05,2017-10-07,5331
Garret Kinder,Cara Losch,East,Former,Sumace,TU58PHME,Garret Kinder,Lost,GTX Plus Pro,2017-10-01,2017-11-17,0
Garret Kinder,Cara Losch,East,Former,Kan-code,12HOWQMI,Garret Kinder,Won,GTXPro,2017-09-30,2017-10-07,5203
Garret Kinder,Cara Losch,East,Former,Mathtouch,O2BF1KAT,Garret Kinder,Lost,MG Special,2017-09-30,2017-12-19,0
Garret Kinder,Cara Losch,East,Former,Zotware,CE81S7UN,Garret Kinder,Lost,MG Advanced,2017-09-29,2017-10-08,0
Garret Kinder,Cara Losch,East,Former,Vehement Capital Partners,9TMPRT6R,Garret Kinder,Lost,GTX Basic,2017-09-29,2017-10-03,0
Garret Kinder,Cara Losch,East,Former,Kan-code,NDMEB0VG,Garret Kinder,Lost,MG Advanced,2017-09-27,2017-10-05,0
Garret Kinder,Cara Losch,East,Former,Xx-zobam,JJ17IHID,Garret Kinder,Won,GTX Basic,2017-09-16,2017-11-24,547
Garret Kinder,Cara Losch,East,Former,Opentech,EWEW7ZMQ,Garret Kinder,Won,MG Advanced,2017-09-12,2017-11-16,3072
Garret Kinder,Cara Losch,East,Former,Konex,ML5QMJPM,Garret Kinder,Won,MG Advanced,2017-09-12,2017-12-05,3497
Garret Kinder,Cara Losch,East,Former,Yearin,BZPU6P5P,Garret Kinder,Lost,MG Special,2017-09-11,2017-12-23,0
Garret Kinder,Cara Losch,East,Former,Bubba Gump,9LILLW96,Garret Kinder,Lost,GTX Plus Pro,2017-09-10,2017-11-01,0
Garret Kinder,Cara Losch,East,Former,Plussunin,LBYGH8WS,Garret Kinder,Lost,GTX Plus Pro,2017-09-09,2017-09-27,0
Garret Kinder,Cara Losch,East,Former,Sumace,AR35V2L2,Garret Kinder,Won,GTX Basic,2017-09-07,2017-09-13,558
Garret Kinder,Cara Losch,East,Former,Acme Corporation,9CK2HTJP,Garret Kinder,Lost,GTX Plus Basic,2017-09-06,2017-12-04,0
Garret Kinder,Cara Losch,East,Former,Acme Corporation,XO8TRDKK,Garret Kinder,Won,MG Special,2017-09-02,2017-09-17,57
Garret Kinder,Cara Losch,East,Former,Zotware,9RGQ8HED,Garret Kinder,Won,MG Special,2017-08-25,2017-12-29,54
Garret Kinder,Cara Losch,East,Former,Plussunin,1397M445,Garret Kinder,Lost,MG Advanced,2017-08-23,2017-11-03,0
Garret Kinder,Cara Losch,East,Former,Bubba Gump,5GEBBVQQ,Garret Kinder,Lost,GTX Plus Pro,2017-08-10,2017-11-06,0
Garret Kinder,Cara Losch,East,Former,Plussunin,XMVJ5X59,Garret Kinder,Won,MG Advanced,2017-08-09,2017-11-07,2715
Garret Kinder,Cara Losch,East,Former,Xx-zobam,UZTMM5MG,Garret Kinder,Lost,GTXPro,2017-08-09,2017-11-20,0
Garret Kinder,Cara Losch,East,Former,Konex,EETBBG75,Garret Kinder,Won,MG Advanced,2017-08-06,2017-09-20,3971
Garret Kinder,Cara Losch,East,Former,Kan-code,IQAFSIV4,Garret Kinder,Won,GTX Basic,2017-08-06,2017-08-27,422
Garret Kinder,Cara Losch,East,Former,Donware,XWOG5DC0,Garret Kinder,Lost,GTX Basic,2017-08-06,2017-11-08,0
Garret Kinder,Cara Losch,East,Former,Massive Dynamic,5G9WEZTP,Garret Kinder,Won,GTXPro,2017-07-29,2017-08-16,5319
Garret Kinder,Cara Losch,East,Former,Zotware,D6CRJSEP,Garret Kinder,Won,GTX Plus Basic,2017-07-29,2017-09-16,983
Garret Kinder,Cara Losch,East,Former,Ontomedia,09GK47AY,Garret Kinder,Lost,GTX Plus Basic,2017-07-29,2017-08-02,0
Garret Kinder,Cara Losch,East,Former,Kan-code,FQ5A489H,Garret Kinder,Won,GTX Plus Pro,2017-07-19,2017-07-26,4895
Garret Kinder,Cara Losch,East,Former,Xx-zobam,38CPLDAR,Garret Kinder,Lost,GTX Plus Pro,2017-07-18,2017-07-30,0
Garret Kinder,Cara Losch,East,Former,Mathtouch,QF1I965E,Garret Kinder,Won,MG Advanced,2017-07-13,2017-09-30,3340
Garret Kinder,Cara Losch,East,Former,Kinnamplus,GUJNYTXN,Garret Kinder,Won,GTX Basic,2017-07-08,2017-07-09,483
Garret Kinder,Cara Losch,East,Former,Condax,937CNF5D,Garret Kinder,Won,GTXPro,2017-07-06,2017-07-14,4682
Garret Kinder,Cara Losch,East,Former,Vehement Capital Partners,VXOZC2CN,Garret Kinder,Won,GTX Plus Basic,2017-07-05,2017-09-29,1319
Garret Kinder,Cara Losch,East,Former,Betasoloin,CJZLM3WA,Garret Kinder,Lost,MG Special,2017-07-01,2017-09-16,0
Garret Kinder,Cara Losch,East,Former,Xx-zobam,FHK0BBGK,Garret Kinder,Won,MG Special,2017-06-29,2017-07-08,62
Garret Kinder,Cara Losch,East,Former,Mathtouch,794XWMYE,Garret Kinder,Won,MG Special,2017-06-29,2017-09-07,61
Garret Kinder,Cara Losch,East,Former,Kan-code,YC6QEUJN,Garret Kinder,Won,GTX Plus Basic,2017-06-29,2017-07-08,950
Garret Kinder,Cara Losch,East,Former,Iselectrics,RKT3WVBC,Garret Kinder,Won,GTX Basic,2017-06-27,2017-09-20,470
Garret Kinder,Cara Losch,East,Former,Umbrella Corporation,0UCQUW6U,Garret Kinder,Lost,MG Advanced,2017-06-25,2017-07-07,0
Garret Kinder,Cara Losch,East,Former,Gekko & Co,3F5AAJZB,Garret Kinder,Won,GTXPro,2017-06-21,2017-06-26,5622
Garret Kinder,Cara Losch,East,Former,Vehement Capital Partners,WB44DF28,Garret Kinder,Won,GTXPro,2017-06-16,2017-09-18,5206
Garret Kinder,Cara Losch,East,Former,Initech,56AN1DXW,Garret Kinder,Lost,GTX Basic,2017-06-16,2017-08-22,0
Garret Kinder,Cara Losch,East,Former,Kinnamplus,8GISH3I9,Garret Kinder,Lost,MG Special,2017-06-14,2017-06-27,0
Garret Kinder,Cara Losch,East,Former,Bubba Gump,1VFUCUWA,Garret Kinder,Won,MG Advanced,2017-06-13,2017-08-27,3279
Garret Kinder,Cara Losch,East,Former,Zathunicon,TKN1L8EX,Garret Kinder,Won,GTX Plus Basic,2017-06-12,2017-09-20,851
Garret Kinder,Cara Losch,East,Former,Kan-code,R7IIOFBH,Garret Kinder,Won,GTX Basic,2017-06-07,2017-08-05,566
Garret Kinder,Cara Losch,East,Former,Gekko & Co,CQDULMXS,Garret Kinder,Won,GTX Basic,2017-05-31,2017-08-05,607
Garret Kinder,Cara Losch,East,Former,Plussunin,GV9G96Z1,Garret Kinder,Lost,GTXPro,2017-05-28,2017-08-30,0
Garret Kinder,Cara Losch,East,Former,Kinnamplus,POXC3DA1,Garret Kinder,Lost,GTX Plus Pro,2017-05-24,2017-09-21,0
Garret Kinder,Cara Losch,East,Former,Konex,T7HHH8HK,Garret Kinder,Won,GTX Basic,2017-05-22,2017-09-02,476
Garret Kinder,Cara Losch,East,Former,Kan-code,R8CMI00I,Garret Kinder,Won,GTX Basic,2017-05-22,2017-06-06,555
Garret Kinder,Cara Losch,East,Former,Kan-code,WXRWSVTT,Garret Kinder,Won,GTX Basic,2017-05-20,2017-08-18,492
Garret Kinder,Cara Losch,East,Former,Massive Dynamic,S8ALJKKH,Garret Kinder,Won,GTXPro,2017-05-18,2017-08-14,4671
Garret Kinder,Cara Losch,East,Former,Donquadtech,ZA1YVJQC,Garret Kinder,Won,MG Advanced,2017-05-11,2017-08-11,3552
Garret Kinder,Cara Losch,East,Former,Kan-code,XH01XH1F,Garret Kinder,Lost,GTXPro,2017-05-10,2017-08-24,0
Garret Kinder,Cara Losch,East,Former,Gekko & Co,MUYUSTKF,Garret Kinder,Lost,GTX Plus Pro,2017-04-27,2017-08-11,0
Garret Kinder,Cara Losch,East,Former,Zotware,QGBMWIO6,Garret Kinder,Lost,GTX Basic,2017-04-24,2017-05-06,0
Garret Kinder,Cara Losch,East,Former,Mathtouch,8W206MO5,Garret Kinder,Won,GTX Plus Pro,2017-04-21,2017-06-12,4908
Garret Kinder,Cara Losch,East,Former,Massive Dynamic,RYO875D0,Garret Kinder,Lost,GTX Basic,2017-04-19,2017-04-28,0
Garret Kinder,Cara Losch,East,Former,Condax,Z353E8FR,Garret Kinder,Lost,MG Advanced,2017-04-18,2017-04-30,0
Garret Kinder,Cara Losch,East,Former,Konex,D7F2AWWW,Garret Kinder,Won,GTXPro,2017-04-16,2017-04-23,3930
Garret Kinder,Cara Losch,East,Former,Mathtouch,5SNTPPOV,Garret Kinder,Lost,GTXPro,2017-04-16,2017-04-18,0
Garret Kinder,Cara Losch,East,Former,Sumace,J3SZACNW,Garret Kinder,Lost,GTX Plus Pro,2017-04-16,2017-04-22,0
Garret Kinder,Cara Losch,East,Former,Donquadtech,8KH8XJRE,Garret Kinder,Won,MG Special,2017-04-15,2017-05-01,53
Garret Kinder,Cara Losch,East,Former,Umbrella Corporation,UEL6CAP9,Garret Kinder,Lost,GTX Basic,2017-04-08,2017-04-16,0
Garret Kinder,Cara Losch,East,Former,Zathunicon,0UDLH6I3,Garret Kinder,Lost,GTX Basic,2017-04-07,2017-04-15,0
Garret Kinder,Cara Losch,East,Former,Ontomedia,HYCELUAD,Garret Kinder,Won,GTX Plus Pro,2017-04-04,2017-06-20,5946
Garret Kinder,Cara Losch,East,Former,Plussunin,X2QRD0DC,Garret Kinder,Won,GTXPro,2017-04-02,2017-04-09,4746
Garret Kinder,Cara Losch,East,Former,Zathunicon,1OUHMFJV,Garret Kinder,Won,GTX Plus Basic,2017-03-30,2017-05-31,1037
Garret Kinder,Cara Losch,East,Former,Zencorporation,NSI9TMQ1,Garret Kinder,Lost,GTXPro,2017-03-27,2017-05-31,0
Garret Kinder,Cara Losch,East,Former,Ganjaflex,72HZ4LDT,Garret Kinder,Won,MG Advanced,2017-03-26,2017-04-02,2940
Garret Kinder,Cara Losch,East,Former,Plussunin,FZ72CGOI,Garret Kinder,Lost,GTXPro,2017-03-26,2017-06-25,0
Garret Kinder,Cara Losch,East,Former,Initech,JQ3HJFNA,Garret Kinder,Won,GTX Plus Basic,2017-03-25,2017-03-28,1026
Garret Kinder,Cara Losch,East,Former,Vehement Capital Partners,9KDR9PQX,Garret Kinder,Lost,GTX Plus Pro,2017-03-21,2017-04-01,0
Garret Kinder,Cara Losch,East,Former,Mathtouch,RW13VT8T,Garret Kinder,Won,GTX Plus Pro,2017-03-18,2017-05-11,4995
Garret Kinder,Cara Losch,East,Former,Sumace,1YGNHE69,Garret Kinder,Won,MG Advanced,2017-03-17,2017-05-18,3291
Garret Kinder,Cara Losch,East,Former,Donware,M9OTPNII,Garret Kinder,Won,GTX Plus Pro,2017-03-15,2017-05-20,6177
Garret Kinder,Cara Losch,East,Former,Xx-zobam,3QQW8VJ2,Garret Kinder,Won,GTXPro,2017-03-14,2017-06-06,3869
Garret Kinder,Cara Losch,East,Former,Donware,Y9B94N72,Garret Kinder,Won,MG Special,2017-03-13,2017-05-03,55
Garret Kinder,Cara Losch,East,Former,Gekko & Co,TF7HCU69,Garret Kinder,Won,GTX Plus Basic,2017-03-10,2017-06-12,1062
Garret Kinder,Cara Losch,East,Former,Xx-zobam,C54ZXDLT,Garret Kinder,Won,MG Advanced,2017-03-08,2017-03-18,4291
Garret Kinder,Cara Losch,East,Former,Donware,21PRD9FN,Garret Kinder,Won,GTXPro,2017-03-07,2017-05-15,5022
Garret Kinder,Cara Losch,East,Former,Silis,SFQMEZIW,Garret Kinder,Lost,GTX Basic,2017-03-03,2017-05-04,0
Garret Kinder,Cara Losch,East,Former,Plussunin,V28NVD6A,Garret Kinder,Won,GTX Basic,2017-03-01,2017-05-01,629
Garret Kinder,Cara Losch,East,Former,Silis,JSSGVBVS,Garret Kinder,Lost,GTX Basic,2017-03-01,2017-05-05,0
Garret Kinder,Cara Losch,East,Former,Bioplex,TAPNNL1W,Garret Kinder,Won,MG Advanced,2017-02-24,2017-03-07,3278
Garret Kinder,Cara Losch,East,Former,Acme Corporation,0AXGVKN8,Garret Kinder,Won,MG Special,2017-02-24,2017-05-28,55
Garret Kinder,Cara Losch,East,Former,Opentech,G9565UWZ,Garret Kinder,Won,MG Advanced,2017-02-19,2017-03-01,3348
Garret Kinder,Cara Losch,East,Former,Massive Dynamic,6QF3D2RI,Garret Kinder,Lost,GTX Basic,2017-02-19,2017-05-05,0
Garret Kinder,Cara Losch,East,Former,Bioplex,K3DQJ796,Garret Kinder,Lost,GTX Basic,2017-02-19,2017-05-14,0
Garret Kinder,Cara Losch,East,Former,Ganjaflex,E2NXQUWO,Garret Kinder,Won,MG Advanced,2017-02-15,2017-03-06,3507
Garret Kinder,Cara Losch,East,Former,Ontomedia,X1LAD57Y,Garret Kinder,Lost,GTX Plus Pro,2017-02-15,2017-03-04,0
Garret Kinder,Cara Losch,East,Former,Bluth Company,8O1WNJBA,Garret Kinder,Lost,GTX Basic,2017-02-15,2017-03-23,0
Garret Kinder,Cara Losch,East,Former,Zencorporation,UCXCUP1U,Garret Kinder,Won,GTX Plus Pro,2017-02-13,2017-05-18,4766
Garret Kinder,Cara Losch,East,Former,Yearin,VS2G74XQ,Garret Kinder,Won,MG Special,2017-01-29,2017-03-09,57
Garret Kinder,Cara Losch,East,Former,Bluth Company,AWDOKG69,Garret Kinder,Lost,GTX Basic,2017-01-27,2017-05-10,0
Garret Kinder,Cara Losch,East,Former,Kinnamplus,ES9L0DXE,Garret Kinder,Won,MG Special,2017-01-26,2017-05-22,59
Garret Kinder,Cara Losch,East,Former,Condax,O462ARMZ,Garret Kinder,Won,GTX Plus Pro,2017-01-20,2017-06-05,5429
Garret Kinder,Cara Losch,East,Former,Opentech,Z0TSV030,Garret Kinder,Won,GTX Basic,2017-01-19,2017-03-30,617
Garret Kinder,Cara Losch,East,Former,Zotware,A6Y1V5Z0,Garret Kinder,Won,GTXPro,2017-01-18,2017-06-04,4426
Garret Kinder,Cara Losch,East,Former,Betasoloin,YMGWLEHY,Garret Kinder,Won,GTXPro,2017-01-09,2017-03-21,3822
Garret Kinder,Cara Losch,East,Former,Opentech,E8EY51IC,Garret Kinder,Lost,GTX Plus Basic,2017-01-05,2017-03-26,0
Garret Kinder,Cara Losch,East,Former,Yearin,PC78RLUX,Garret Kinder,Won,GTX Basic,2016-12-25,2017-03-30,510
Garret Kinder,Cara Losch,East,Former,Silis,18Y7GRPW,Garret Kinder,Won,GTX Plus Pro,2016-12-18,2017-03-21,5918
Garret Kinder,Cara Losch,East,Former,Kinnamplus,VR9NYBOV,Garret Kinder,Won,MG Special,2016-12-13,2017-03-06,41
Garret Kinder,Cara Losch,East,Former,Konex,V9E582SK,Garret Kinder,Won,GTX Basic,2016-11-27,2017-03-16,469
Garret Kinder,Cara Losch,East,Former,Mathtouch,REJ11LRY,Garret Kinder,Won,GTX Plus Basic,2016-11-13,2017-03-14,1233
Wilburn Farren,Cara Losch,East,Current,,HCQK8NQ8,Wilburn Farren,In Progress,GTX Plus Basic,2017-12-20,,
Wilburn Farren,Cara Losch,East,Current,Umbrella Corporation,YZX90X8X,Wilburn Farren,Won,GTXPro,2017-12-19,2017-12-28,4315
Wilburn Farren,Cara Losch,East,Current,Zotware,ZFXYBJEY,Wilburn Farren,Won,MG Advanced,2017-12-18,2017-12-24,3155
Wilburn Farren,Cara Losch,East,Current,Zathunicon,Q34UWP01,Wilburn Farren,Won,GTX Plus Basic,2017-11-30,2017-12-19,1179
Wilburn Farren,Cara Losch,East,Current,Umbrella Corporation,H0HDYIYJ,Wilburn Farren,Won,GTXPro,2017-11-25,2017-11-29,5077
Wilburn Farren,Cara Losch,East,Current,Zencorporation,MEIBOSW7,Wilburn Farren,Won,GTXPro,2017-11-24,2017-11-29,5106
Wilburn Farren,Cara Losch,East,Current,Sumace,QJZVB9ZG,Wilburn Farren,Lost,GTXPro,2017-11-21,2017-11-26,0
Wilburn Farren,Cara Losch,East,Current,Umbrella Corporation,DC1E84LC,Wilburn Farren,Won,GTX Plus Pro,2017-11-20,2017-12-08,5209
Wilburn Farren,Cara Losch,East,Current,Mathtouch,8977L373,Wilburn Farren,Won,MG Advanced,2017-11-12,2017-11-19,4011
Wilburn Farren,Cara Losch,East,Current,Acme Corporation,QSCVBJNJ,Wilburn Farren,Lost,GTXPro,2017-11-09,2017-11-23,0
Wilburn Farren,Cara Losch,East,Current,,PMK11X5L,Wilburn Farren,In Progress,GTX Plus Basic,2017-11-08,,
Wilburn Farren,Cara Losch,East,Current,,HN6TZPAF,Wilburn Farren,In Progress,GTX Plus Pro,2017-10-31,,
Wilburn Farren,Cara Losch,East,Current,,HWOBBZWQ,Wilburn Farren,In Progress,GTX Basic,2017-10-24,,
Wilburn Farren,Cara Losch,East,Current,Ganjaflex,ZZ4X9VN3,Wilburn Farren,Won,MG Advanced,2017-10-21,2017-10-31,2995
Wilburn Farren,Cara Losch,East,Current,Iselectrics,4P0SDD91,Wilburn Farren,Won,GTXPro,2017-10-21,2017-12-15,4970
Wilburn Farren,Cara Losch,East,Current,Condax,6OXOIJ4D,Wilburn Farren,Won,MG Advanced,2017-10-19,2017-12-16,3089
Wilburn Farren,Cara Losch,East,Current,Kan-code,GHOQQYQM,Wilburn Farren,Won,GTXPro,2017-10-19,2017-12-25,4734
Wilburn Farren,Cara Losch,East,Current,Massive Dynamic,PIPQZ9SQ,Wilburn Farren,Lost,MG Special,2017-10-17,2017-10-19,0
Wilburn Farren,Cara Losch,East,Current,Sumace,X4KAK55N,Wilburn Farren,Won,MG Special,2017-10-15,2017-10-23,51
Wilburn Farren,Cara Losch,East,Current,Mathtouch,IF2BUC3Q,Wilburn Farren,Lost,GTXPro,2017-10-06,2017-10-08,0
Wilburn Farren,Cara Losch,East,Current,Gogozoom,1L68AC0E,Wilburn Farren,In Progress,GTXPro,2017-10-04,,
Wilburn Farren,Cara Losch,East,Current,Vehement Capital Partners,N2ESTUQT,Wilburn Farren,Won,GTXPro,2017-10-03,2017-10-10,5127
Wilburn Farren,Cara Losch,East,Current,Condax,SLXPTSGS,Wilburn Farren,Won,MG Special,2017-10-01,2017-10-11,44
Wilburn Farren,Cara Losch,East,Current,Ganjaflex,0BYU67KG,Wilburn Farren,Lost,MG Advanced,2017-10-01,2017-12-13,0
Wilburn Farren,Cara Losch,East,Current,,QNB3SCN9,Wilburn Farren,In Progress,GTX Plus Pro,2017-10-01,,
Wilburn Farren,Cara Losch,East,Current,,9JTFD4FZ,Wilburn Farren,In Progress,GTX Plus Pro,2017-09-28,,
